onset	duration	trial_type	stimulus	cue_onset	response_time	accuracy
1.5138444	0	Experimental	./Sounds/Kitchen.wav	5.1609331	5.7699331	1
10.1626724	0	Experimental	./Sounds/Bridge.wav	14.3457858	15.0057858	1
19.3462392	0	Control	./Sounds/Thermometer_CTRL.wav	22.1101527	23.0031527	1
27.1137274	0	Experimental	./Sounds/Elbow.wav	29.979481	30.818481	1
34.9795724	0	Experimental	./Sounds/Thermometer.wav	38.6632032	39.3462032	1
43.6634826	0	Control	./Sounds/Menu_CTRL.wav	47.2465034	47.9365034	1
52.2464732	0	Experimental	./Sounds/Library.wav	55.6796233	56.2706233	1
60.6794726	0	Experimental	./Sounds/Boil.wav	64.8297402	65.5867402	1
69.8302053	0	Control	./Sounds/Penguin_CTRL.wav	73.9759486	74.7669486	1
78.9796918	0	Experimental	./Sounds/Root.wav	83.3635031	84.1645031	1
88.3641023	0	Experimental	./Sounds/Crown.wav	91.5961596	92.3031596	1
96.5971741	0	Control	./Sounds/Submarine_CTRL.wav	100.0466312	101.0736312	1
105.0300937	0	Experimental	./Sounds/Envelope.wav	109.5123188	110.2333188	1
114.5129155	0	Experimental	./Sounds/Wrinkle.wav	117.9617279	118.8877279	1
122.9636283	0	Control	./Sounds/Mustache_CTRL.wav	128.0797411	128.8307411	1
133.0800418	0	Experimental	./Sounds/Casino.wav	136.6464176	137.5664176	0
141.646635	0	Experimental	./Sounds/Dragon.wav	145.8625447	146.5695447	1
150.8632178	0	Control	./Sounds/Grass_CTRL.wav	153.6786421	154.6456421	1
158.6787964	0	Experimental	./Sounds/Picnic.wav	161.5623457	162.2663457	1
166.5630046	0	Control	./Sounds/Crown_CTRL.wav	169.6946022	170.3546022	1
174.6954493	0	Experimental	./Sounds/Pilot.wav	178.1283706	178.7723706	1
183.1300879	0	Experimental	./Sounds/Scale.wav	186.2455477	186.9685477	1
191.246304	0	Control	./Sounds/Root_CTRL.wav	194.929521	195.997521	1
199.9298149	0	Experimental	./Sounds/Telescope.wav	203.3797308	204.1107308	1
208.3790291	0	Experimental	./Sounds/Island.wav	211.8143055	212.8163055	1
216.8119869	0	Control	./Sounds/Apron_CTRL.wav	220.2963269	221.2633269	1
225.2952556	0	Control	./Sounds/Umbrella_CTRL.wav	229.462322	230.270322	1
234.4619849	0	Experimental	./Sounds/Escalator.wav	237.8288452	238.6138452	1
242.828803	0	Control	./Sounds/Onion_CTRL.wav	246.2615631	247.2015631	1
251.2785931	0	Control	./Sounds/Kite_CTRL.wav	256.161866	257.104866	1
261.1622108	0	Experimental	./Sounds/Yolk.wav	264.0609157	264.6129157	1
269.063356	0	Control	./Sounds/Dishwasher_CTRL.wav	273.2781026	274.1471026	1
278.2800817	0	Control	./Sounds/Telescope_CTRL.wav	281.9282981	282.6012981	1
286.9290096	0	Experimental	./Sounds/Puddle.wav	289.9779784	290.6019784	1
294.9787956	0	Experimental	./Sounds/Dishwasher.wav	300.0967654	300.8307654	1
305.0953014	0	Control	./Sounds/Ruler_CTRL.wav	310.4783117	311.2693117	1
315.4789483	0	Experimental	./Sounds/Petrol.wav	319.0117795	319.6037795	1
323.9952576	0	Control	./Sounds/Claw_CTRL.wav	327.8294182	328.5094182	1
332.8286887	0	Experimental	./Sounds/Ax.wav	335.7782425	336.7292425	1
340.7787138	0	Control	./Sounds/Crust_CTRL.wav	344.8461764	345.5261764	1
349.8467897	0	Control	./Sounds/Ax_CTRL.wav	352.6968421	353.4238421	1
357.69702	0	Experimental	./Sounds/Scarf.wav	361.3461978	361.8101978	1
366.346711	0	Control	./Sounds/Picnic_CTRL.wav	369.8132931	370.4292931	1
374.8136026	0	Experimental	./Sounds/Goggles.wav	378.4260912	379.1160912	1
383.4302848	0	Control	./Sounds/Scarf_CTRL.wav	386.9929398	387.8959398	1
391.9934224	0	Control	./Sounds/Yolk_CTRL.wav	395.0928923	395.8238923	1
400.0933095	0	Experimental	./Sounds/Atlas.wav	403.6429385	n/a	0
408.6432062	0	Control	./Sounds/Sharpen_CTRL.wav	413.3597405	414.1107405	1
418.3468211	0	Control	./Sounds/Razor_CTRL.wav	421.2460258	422.1860258	1
426.2473438	0	Experimental	./Sounds/Sharpen.wav	430.6633036	431.1503036	1
